# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 10K of event 'cpu/mem-loads/pp'
# Total weight : 96938
# Sort order   : (null)
#
# Overhead       Samples  Local Weight             Memory access                  Symbol      Shared Object             Data Symbol             Data Object         Snoop              TLB access  Locked
# ........  ............  ............  ........................  ......................  .................  ......................  ......................  ............  ......................  ......
#
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53d182f0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53d2d890  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000925  a.out              [.] 0x00007f2f53d9dfe0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53dd51a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f53df8608  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53e00f80  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f53e1ab68  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f53e35f20  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53e55e98  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53ea1d20  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f53eac7d0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53ed3b28  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53efb6a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f53efe928  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f53f01f58  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53f0e000  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f53f18c88  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53f2c420  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53f33ea0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53f47b68  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53f5b510  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f53f71ac8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53f82cf8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53f96df8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53fc96a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53fcdbe0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000948  a.out              [.] 0x00007f2f53fd2cc0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53fe3e60  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f53fe50e0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53fe6138  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53ffa788  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54037078  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5403bbc0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54058e80  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54075a40  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5407a4a0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f54080b48  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000948  a.out              [.] 0x00007f2f54094740  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f540b12e0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f540caa50  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f540dec58  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f540f0450  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54100e88  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000925  a.out              [.] 0x00007f2f54107a28  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f54114bf8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f541252a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f541478b0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f541b53a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f541cf9f0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f541d9d70  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54202688  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54215cc8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f5421a058  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f5421d7c8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54228810  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54231010  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54238738  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54245790  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5424d940  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54263860  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54264778  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54294d10  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f542991d0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5429c360  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f542ff4f8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54315f18  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f54332d80  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f543521c8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54354090  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54356310  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54369180  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5436ef20  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f5436f1c0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5437e0a0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54392150  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000925  a.out              [.] 0x00007f2f543921f0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f543959e8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f543a89f0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f543ebe88  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f543efc40  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f543f6ee8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f543ffa78  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5441eaa8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f54423b08  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54434218  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54436328  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5445af40  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f544a09b0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f544a1490  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f544a5fe8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f544acf80  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f544b3578  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f544e0f20  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f544eea88  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54516890  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f54519fc0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f545249a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54526a00  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54536130  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54541158  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000948  a.out              [.] 0x00007f2f54545350  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f5454b520  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5454e1d0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54563728  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5456f6c8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5457d928  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f545a0ac0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f545b0e40  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f545c7928  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f545cf0e0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f545ef380  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f545fa170  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f5461a7c8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5464f460  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54653668  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f5465cd28  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5466e020  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54674470  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5469ad38  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f546a13f0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f546b34a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f546bce20  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f546c5d80  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f546da0c8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5472dbc0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5472f150  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54735290  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5473b050  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5473ff40  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f547461b8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f547642e8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f5476ce68  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54772b98  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54775ec8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54783da8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f5478eef0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5479a998  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f547addf0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f547c69b0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f547cf1e8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54806400  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54834a48  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5483f5f0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54846310  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f5485ce08  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f548784c0  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5487d628  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54882e60  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f548bef18  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f548d1940  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f548fb140  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54902a78  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54903860  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008e4  a.out              [.] 0x00007f2f54915128  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54919d18  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f54926528  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f5493a690  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008b5  a.out              [.] 0x00007f2f5496bb40  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5497db00  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54983080  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f54997678  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f549c3cb8  anon                    None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000887  a.out              [.] 0x00007fff57e13a38  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008f7  a.out              [.] 0x00007fff57e13a78  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e13b0c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000984  a.out              [.] 0x00007fff57e13b48  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000934  a.out              [.] 0x00007fff57e13b4c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008dd  a.out              [.] 0x00007fff57e13b78  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e13b8c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000892  a.out              [.] 0x00007fff57e13b90  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000970  a.out              [.] 0x00007fff57e13bb8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000083c  a.out              [.] 0x00007fff57e13bc8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000899  a.out              [.] 0x00007fff57e13bc8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008d0  a.out              [.] 0x00007fff57e13bcc  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000009a3  a.out              [.] 0x00007fff57e13be0  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000009a4  a.out              [.] 0x00007fff57e13be8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008dd  a.out              [.] 0x00007fff57e13bf8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008a1  a.out              [.] 0x00007fff57e13c08  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e13c0c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000892  a.out              [.] 0x00007fff57e13c10  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000009a3  a.out              [.] 0x00007fff57e13c20  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000941  a.out              [.] 0x00007fff57e13c38  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000970  a.out              [.] 0x00007fff57e13c38  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000899  a.out              [.] 0x00007fff57e13c48  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000984  a.out              [.] 0x00007fff57e13c48  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000870  a.out              [.] 0x00007fff57e13c4c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e13c4c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000911  a.out              [.] 0x00007fff57e13c4c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000863  a.out              [.] 0x00007fff57e13c50  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000892  a.out              [.] 0x00007fff57e13c50  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000009a4  a.out              [.] 0x00007fff57e13c68  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000097e  a.out              [.] 0x00007fff57e13c74  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000887  a.out              [.] 0x00007fff57e13c78  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008dd  a.out              [.] 0x00007fff57e13c78  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000083c  a.out              [.] 0x00007fff57e13c88  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000899  a.out              [.] 0x00007fff57e13c88  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000905  a.out              [.] 0x00007fff57e13c88  [stack]                 None          L1 or L2 hit            No    
